skin_melanocyte	all.MEL.0045.Tumor.snps
skin_melanocyte	all.Mel_BRAFi_02_PRE.Tumor.snps
lung	all.LUAD.AEIUF.Tumor.snps
lung	all.LUAD.D02326.Tumor.snps
lung	all.LUAD.E00934.Tumor.snps
lung	all.LUAD.E01014.Tumor.snps
lung	all.LUAD.E01278.Tumor.snps
lung	all.LUAD.FH5PJ.Tumor.snps
lung	all.LUAD.QY22Z.Tumor.snps
lung	all.LUAD.S00488.Tumor.snps
lung	all.LUAD.S01302.Tumor.snps
lung	all.LUAD.S01331.Tumor.snps
lung	all.LUAD.S01341.Tumor.snps
lung	all.LUAD.S01345.Tumor.snps
lung	all.LUAD.S01346.Tumor.snps
lung	all.LUAD.S01356.Tumor.snps
lung	all.LUAD.S01381.Tumor.snps
lung	all.LUAD.S01404.Tumor.snps
lung	all.LUAD.S01405.Tumor.snps
lung	all.LUAD.S01467.Tumor.snps
lung	all.LUAD.S01478.Tumor.snps
lung	all.LUAD.U6SJ7.Tumor.snps
lung	all.LU.A08.43.Tumor.snps
lung	all.LUAD.2GUGK.Tumor.snps
lung	all.LUAD.5V8LT.Tumor.snps
lung	all.LUAD.E01317.Tumor.snps
